entity,P2963
Q3118447,5416412
Q3264823,7257119
Q3196562,5572425
Q3399232,4126010
Q3667492,7449338
Q3870673,3004317
Q3903586,2934858
Q4236701,8511975
Q4516103,7144810
Q4524509,8329025
Q5076237,4178806
Q5395461,4388314
Q5970672,6471683
Q6409284,9803464
Q6968499,5595526
Q7348309,8430809
Q7415065,6555804
Q7436105,7210762
Q7650747,2865188
Q153034,1603038
Q448473,4521585
Q12059355,2849325
Q3084678,5833357
Q12602017,3510052
Q28736339,1232194
Q12697921,8260707
Q13129915,1616622
Q12684116,14771841
Q15070157,4867688
Q15708726,7341833
Q15660348,7852633
Q16204588,2996650
Q17377888,14832723
Q18173445,8555975
Q18608450,6466778
Q21027647,7229504
Q21558294,8642227
Q22935580,6549233
Q24033582,6897145
Q27962648,14178626
Q33114467,11008187
Q41675230,6995471
Q66828759,7454005
Q47121840,5307014
Q47122968,14056338
Q67822139,1340327
Q52450898,6895061
Q55107894,14137787
Q55788723,7986502
Q56099713,6897634
Q56340146,7970305
Q59653018,6570621
Q62010311,17846905
Q62071397,17621440
Q63044555,15752281
Q64019140,13508694
Q63435018,14192429
Q64734806,17199325
Q64766875,2942998
Q65114552,17100459
Q65588961,18616538
Q66095348,6866529
Q65685370,14952703
Q66438477,2811678
Q59152,2936493
Q69395277,8344147
Q69697149,17929843
Q71200462,6508093
Q73171112,16670707
Q102291472,621853
Q105485574,3891598
Q106584410,6953230
Q104962537,6375970
Q113638925,1495824
Q122870914,4733669
Q96424,480484
Q551359,5402086
Q287703,331111
Q968193,34390
Q107379952,8338893
Q111732137,17326299
Q105940144,6418874
Q109924109,14272964
Q7612870,181216
Q107095,2088441
Q332771,1624975
Q139850,4388928
Q288210,2995242
Q445389,2901145
Q2939060,1049150
Q123700847,21286978
Q75294,1930249
Q215955,1393695
Q374362,4425900
Q95083,1435089
Q852306,13537043
Q1267203,1806701
Q1869595,1877185
Q2851080,5504724
Q3293006,5156680
Q3073540,4098641
Q3246481,2992829
Q88079,7535003
Q3846223,1320861
Q3887169,1937623
Q746018,824407
Q467189,17242244
Q4357863,874005
Q926855,1534538
Q1331875,6608429
Q2123852,4859212
Q3609863,16607415
Q7302236,4187893
Q7926078,1762294
Q6472531,15730611
Q7153461,6984814
Q11769196,14660893
Q12118949,7854366
Q12251276,13850256
Q13426977,1965566
Q13646734,17575178
Q10918522,5762654
Q15093660,5829841
Q15485792,17250672
Q15724846,7912113
Q12682137,15164858
Q16208173,5618751
Q16208290,3381686
Q16346139,17205090
Q12625844,15095893
Q16555479,16744295
Q16728346,2748177
Q17351369,5850075
Q17608016,13528695
Q18294482,1360792
Q18572300,3356107
Q18608464,7305254
Q20831549,782118
Q27950777,21271632
Q28733519,7149685
Q33528572,2020443
Q39523166,13499819
Q40747071,5667158
Q50384009,757234
Q47126888,6422391
Q47128828,16099894
Q47129032,15198729
Q47591206,16541133
Q48800388,7083127
Q55214461,18844694
Q55435210,5331983
Q61033764,1572038
Q60713260,18723253
Q62913628,7332677
Q64005310,16336268
Q64597246,18402692
Q67344013,19418971
Q69802945,9823112
Q75196496,2762022
Q79089464,989363
Q80216300,101284786
Q88005808,5543198
Q90052521,18595044
Q93840889,17007842
Q94914228,12576598
Q107279815,15115847
Q98716241,9825943
Q111677830,8955989
Q101095873,1998180
Q112556105,2869149
Q112550850,8326138
Q108004907,7074846
Q108188512,15930753
Q108227786,21759375
Q108334011,17060672
Q108360476,18022849
Q117310499,1672604
Q109398272,19206201
Q109577266,21887129
Q109860546,15162417
Q110133726,16640279
Q110417645,19321826
Q109931405,20019414
Q110629687,127594642
Q119608215,20421973
Q111260367,22153607
Q111516281,22279223
Q111671054,7203236
Q111736754,19146951
Q111991003,20245537
Q3229677,8405240
Q3125318,4199421
Q3402032,1623946
Q3506406,2730917
Q4156309,25621018
Q233092,7383053
Q4695313,3012699
Q711479,6893958
Q5240297,16504345
Q5542737,1626471
Q5479430,6075654
Q1876933,10782514
Q6270540,2808661
Q6386232,15643052
Q6425514,20173942
Q7167764,2844519
Q7159520,3140996
Q7463440,1688475
Q7353739,16495335
Q4666371,5792810
Q4769079,7954674
Q4969746,14783857
Q9053801,1251054
Q5863012,6582550
Q6375824,6570292
Q12074244,7756179
Q11870379,3151087
Q15502690,3009993
Q15497662,12881902
Q15622228,3111280
Q16232420,5431334
Q15973196,6792637
Q12020455,8367760
Q16198845,2916869
Q12216347,5835221
Q12335117,5831254
Q12682037,5293421
Q17632374,4131810
Q18345531,12549403
Q19561138,5806077
Q16211183,1288053
Q21288128,5438044
Q17494241,14012234
Q18285240,7514546
Q20451845,5767181
Q21063790,6577870
Q28501978,3329443
Q28942298,16900718
Q29840786,14978890
Q29898371,16297918
Q30147864,2737098
Q28405233,8148615
Q36676832,8057745
Q63985,3079697
Q104548328,5191087
Q105008253,582276
Q107211051,17036792
Q120979077,6491310
Q96876657,17497454
Q95215037,18240554
Q95250816,17113602
Q97384553,18603769
Q95889581,5873155
Q96105788,19652266
Q96180677,7110585
Q96197240,20432857
Q96313660,18671090
Q97930059,20708734
Q100510437,6848260
Q98142593,20223187
Q100268107,16392512
Q102165505,14784604
Q99897114,16297898
Q100896145,17303825
Q101407989,14879034
Q101627777,17986779
Q104426824,14258144
Q105012261,7762312
Q106094143,21276124
Q104154573,6966564
Q105681837,18788500
Q107570617,1541826
Q107355057,8328338
Q107529231,14225901
Q107113673,16700816
Q108692218,7373757
Q109640137,5774611
Q108513954,7094182
Q112011607,18200973
Q112482347,8427638
Q113321473,6539138
Q113159926,13477186
Q114056750,6862945
Q116008272,4232718
Q124486325,7244255
Q124659318,6874011
Q124728026,7313773
Q587083,13747631
Q454042,19441590
Q1960762,15212240
Q258662,843200
Q505850,30461426
Q4886169,18084149
Q4700396,5269225
Q126498,5063164
Q540695,971914
Q3811144,5541185
Q5888932,11930886
Q5423469,2736801
Q496165,11353493
Q7348307,15060223
Q7347254,5203303
Q7395429,18152443
Q5111062,2951405
Q10320378,7160515
Q7595813,17274107
Q7703910,6879139
Q7302256,1617646
Q7839421,4711014
Q7908670,4834299
Q11531384,31400176
Q8060557,4079833
Q11836289,4151101
Q12697921,31055541
Q12710168,6896124
Q11883981,14464182
Q12241166,8130936
Q12393056,16965546
Q12605590,19448932
Q12605590,20260351
Q19862228,17735760
Q19885245,6606349
Q20744752,6852949
Q22807056,20278841
Q29122313,18968490
Q34404846,16911675
Q42396469,16978287
Q47128768,16924719
Q47110430,1647655
Q52154735,14458144
Q52274926,20526563
Q54861296,15860970
Q59245500,6559179
Q66717807,6718921
Q23114,7509399
Q73713291,7074992
Q76015769,16197762
Q77845420,16855583
Q83892349,2785744
Q83304648,15935234
Q83795953,6585429
Q84921208,19796171
Q85933198,14546550
Q86997042,20885179
Q87717002,16121574
Q93158596,14794266
Q93466356,15197449
Q93736537,17772202
Q3629422,7162814
Q55876627,1280589
Q104819339,6897937
Q104819446,4322607
Q104836846,7453305
Q105132825,18341009
Q105234429,14588117
Q105451027,20580430
Q105547819,17589534
Q105626760,21087476
Q106463584,8127777
Q106634967,7936017
Q106774132,16237967
Q106832460,17328646
Q106929100,7161460
Q107023029,5181514
Q107189270,8584087
Q107308888,17246412
Q107363546,19685915
Q107401955,21376573
Q107582388,7797898
Q107915135,21291317
Q108029950,8532144
Q108118041,18862573
Q108308249,14805907
Q108313299,3427869
Q108469927,20786282
Q108932704,12693069
Q109187122,20132644
Q109562221,7211831
Q109570016,9772688
Q109679382,865900
Q109747732,18253519
Q110088314,20427550
Q110246578,17152943
Q110276198,20177041
Q110693405,22103123
Q110770463,15902691
Q110958745,19255766
Q111336339,18251206
Q111353183,2931410
Q117808783,5257301
Q108281698,6554652
Q112796079,1300653
Q114027354,5689894
Q111787409,1373758
Q112516084,6121891
Q116776702,8886093
Q116894115,6831412
Q117814508,7734936
Q116069664,14190033
Q120472617,7364699
Q124318382,21103246
Q108587271,13947183
Q108575499,15046085
Q108603422,15181842
Q108674919,15498296
Q108594129,20861931
Q109337800,18358171
Q109243411,19662908
Q110554688,17800019
Q111352316,8405438
Q111433188,21592660
Q112124494,17232742
Q112135215,20279421
Q112621382,18014487
Q113278770,18819218
Q114837740,17651355
Q5218307,363116
Q116897536,21726773
Q116207508,7128026
Q117842361,15228857
Q115967666,7268264
Q119500981,17152834
Q11540887,7540625
Q122794603,13846799
Q124041796,18516773
Q123670509,30567795
Q124790516,21697778
Q439074,6474739
Q740928,4448408
Q1405611,7072804
Q3932603,6423447
Q4962072,904356
Q4882861,2979481
Q11861377,5756991
Q18218012,4692856
Q20452296,779898
Q30345591,15115781
Q31320501,17025405
Q31884540,16062925
Q33111045,17015571
Q41696743,5010567
Q47111626,6644108
Q54806920,7587297
Q58217706,7370225
Q59419535,2354529
Q60570841,5211882
Q60580811,14593348
Q60590370,15092760
Q60611855,14240732
Q60613239,8447326
Q61483352,17112790
Q62032374,7077662
Q62055698,13653034
Q63253665,386803
Q63285477,17794559
Q63321534,5229579
Q64627144,17029311
Q64748745,15402430
Q65153518,13444384
Q65968986,18998540
Q66552130,15150243
Q66666938,5807164
Q79118750,6469868
Q85483853,2566543
Q85981700,22114997
Q85331939,6423651
Q98929146,3227539
Q107349347,1670620
Q107064476,4530559
Q107301231,9874473
Q108586770,8551363
Q110051835,22114029
Q110166789,7181105
Q109750323,14134853
Q109567035,20559870
Q122748336,6862135
Q124535927,2972798
Q73604,4712023
Q96028,14466423
Q352422,778574
Q376452,8505680
Q477999,14886775
Q487273,19111358
Q494036,7812837
Q678417,22936164
Q700470,14675237
Q705525,8474721
Q716624,8366711
Q982489,4471254
Q1807799,13923288
Q119548045,7246802
Q120431616,2917240
Q1048866,5254188
Q3651408,1407748
Q3742151,6428280
Q20449626,5248746
Q25475003,8240859
Q59193569,5412634
Q98918779,22330722
Q567098,475154
Q81656281,4357266
Q87434925,19899534
Q2020775,2128986
Q9250804,15047223
Q96633968,15035714
Q98557254,14706742
Q122870492,16781286
Q15451566,16280558
Q104632181,8426953
Q9189393,14028506
Q107264643,27510797
Q108483203,18574620
Q110733987,22310304
Q112505249,7542103
Q111977369,21091388
Q114167224,7279744
Q117843469,19915887
Q118791053,15684198
Q123163716,19025325
Q123211577,7178942
Q124037917,16001154
Q47116340,6896584
Q19728734,4860092
Q47114641,5657501
Q498290,14119748
Q5230469,6165468
Q7338965,2852444
Q7331849,8135886
Q62786703,674096
Q18285240,2874732
Q29122313,19051191
Q41204241,7404193
Q42907797,6549539
Q83857701,958610
Q44693733,17555956
Q44870529,18259221
Q48799677,3420071
Q50572772,9853874
Q50695263,7327341
Q99972551,24599581
Q53790800,17673152
Q93448980,16365015
Q55163759,15965352
Q56311403,18134749
Q111509141,15985791
Q113164552,6872141
Q114335963,9831742
Q119582903,7182269
Q9068,5754446
Q124544652,15211237
Q95684461,17332356
Q119582891,14122430
Q72231236,14178946
Q240225,227160
Q716398,634546
Q1484216,35401
Q1179412,1409613
Q1687602,734011
Q1749453,1109774
Q5628235,449547
Q5220838,114589
Q6242553,121058
Q6251311,365552
Q7320519,108030
Q11069822,557693
Q2010,208650
Q118575051,428662
Q112547798,14031601
Q114894402,6592251
Q117707697,5808498
Q117813044,14979394
Q123697519,4340967
Q124512919,25636077
Q124514052,25392200
Q125292868,14828729
Q47923911,4393458
Q47124236,6174342
Q54806129,3135634
Q58308132,17107594
Q61272934,6876679
Q66666948,14663118
Q67205624,6877618
Q67214676,14098228
Q75834939,20711464
Q75069354,7344988
Q94442720,1743188
Q91161760,14919364
Q93784806,5259692
Q95287541,5760990
Q99691236,7817628
Q119840557,22472188
Q121161322,21093102
Q1119596,1979745
Q122964119,24563706
Q123337358,23863642
Q123905481,19729199
Q124514506,28288773
Q379595,3044063
Q347412,4795659
Q1380706,4490147
Q1518861,8630988
Q1897427,2874126
Q2371192,2872057
Q2791767,20492059
Q3403530,8473147
Q4483062,4880719
Q4527861,20571959
Q5109397,6535608
Q5542401,18842869
Q7151848,4886787
Q6829175,2934900
Q7310629,3451886
Q27661254,7359274
Q29419342,6567334
Q12224764,8415121
Q12698668,8302597
Q13081877,4125097
Q16232341,6573106
Q24545909,17498662
Q26211981,17112385
Q28752394,15010184
Q29584068,16513450
Q37995040,19901338
Q47805093,3043169
Q56210046,7336269
Q56045905,3021498
Q56526525,4202852
Q56444293,7129846
Q58476603,18894032
Q61742534,7728832
Q60713260,21147670
Q61911473,1697177
Q61896392,20067314
Q64148410,17949486
Q64769916,20718921
Q65049333,19938037
Q67007177,15980543
Q502,1481537
Q26116,1226977
Q79940966,19855159
Q100376355,14421677
Q85981700,20503412
Q3167044,1289510
Q3247979,5511801
Q2966418,944122
Q5086198,342188
Q6698163,948181
Q7926521,1637621
Q14949441,6166990
Q24951006,1652398
Q115255843,7800644
Q123697501,1907985
Q44747,7793729
Q98059681,14211476
Q102356702,15049777
Q106209334,14667961
Q108889399,16174210
Q107351152,20106819
Q107337683,2986638
Q107200264,15075747
Q111425708,18673646
Q111686659,19348411
Q111702220,21076668
Q108679632,19727823
Q110167307,17654307
Q114853046,20544118
Q115439467,18746735
Q116220386,20567184
Q112796343,22189016
Q113521077,10864410
Q124798489,42590353
Q113558128,22028194
Q113558128,22338695
Q117808725,7093622
Q123271361,55073801
Q118404794,14801545
Q118322287,20999473
Q119582959,7966919
Q124302282,27826206
Q120287406,7127299
Q124512338,22363482
Q124248163,22151179
Q119582924,21751686
Q116685438,21221532
Q122610089,7862799
Q124021121,14869950
Q123202111,20524390
Q123521992,21174656
Q122652977,30835474
Q124364029,13922555
Q472490,30842361
Q4680009,21889250
Q4990686,21676322
Q4079469,14033286
Q4498736,17072480
Q2896243,32366834
Q509894,27629162
Q7348210,7076191
Q7662663,13847588
Q12699110,8264603
Q25483252,8433347
Q30070493,15746584
Q15970632,15394737
Q20457245,13530408
Q30011693,32910530
Q49327135,16541149
Q41671674,14408819
Q39522674,18344886
Q54925890,16902228
Q55687118,14680216
Q47127882,18848797
Q44472576,17999144
Q48975802,15305272
Q60713260,18411253
Q60713260,16497955
Q12956094,5048697
Q2770037,14444794
Q24200148,14898139
Q97319262,15086186
Q442048,4695151
Q453196,7700157
Q113364988,21175033
Q123696,1744280
Q356960,8076648
Q4113626,16895678
Q65036946,14239426
Q467415,504087
Q3324003,868715
Q117318649,29002459
Q109467082,8335762
Q112461366,2627558
Q122341086,6548348
Q111195519,14797002
Q3369217,1132182
Q117793345,8191476
Q123163419,3076273
Q124452122,4819072
Q2676094,5183864
Q5346668,22388099
Q107559149,6765410
Q1666162,5654681
Q16266888,5784363
Q21062139,11212202
Q69846571,3100173
Q47472326,13263004
Q53063889,12552860
Q84230856,4520367
Q61483196,17147162
Q78941676,13982432
Q104814964,5354577
Q99899539,5774172
Q105670551,1781565
Q106596665,3097189
Q107364230,4364624
Q108714514,6419893
Q106988964,8352985
Q107207843,6884842
Q107331797,6565556
Q111214973,4184954
Q107358434,5401547
Q1444447,648937
Q2427544,2917917
Q2574470,13851927
Q2610362,3005052
Q3165880,14120166
Q523541,3849439
Q455652,4461217
Q3297310,22422205
Q1393315,4622980
Q4755319,18794800
Q4687822,7799879
Q4939830,14981996
Q5111004,3352591
Q5209928,3408442
Q5933680,3248211
Q5729862,17801560
Q5795846,6323989
Q3617748,4244211
Q5956976,2769425
Q3766912,6888983
Q6687407,3106162
Q3619873,27217086
Q5400841,4697059
Q6084276,4398160
Q4975799,2895478
Q5799514,19633698
Q6432808,15410369
Q6982136,8421896
Q7504871,20932392
Q12681885,5201444
Q12022914,4582423
Q12602017,8241440
Q12681989,4287392
Q15660348,1509647
Q16405951,4455942
Q16489985,2848159
Q17091535,4111356
Q21036671,8644720
Q20748122,21438168
Q23302792,17575761
Q21855125,17380930
Q23843606,5621275
Q25507696,4760145
Q25620949,18511617
Q25484978,2930639
Q28700137,15224130
Q64685780,27438335
Q33776549,5171028
Q32541474,14566213
Q39140198,3145716
Q36876739,7176787
Q40945290,17146299
Q63343905,8353839
Q47128057,7016849
Q42398246,16444717
Q44444957,5117757
Q47111564,13920395
Q55830209,6865040
Q55456,4171385
Q117493343,3007579
Q4715,4673579
Q110769674,2906145
Q109924109,5108777
Q104813965,8307073
Q104815026,17233493
Q110099982,5764889
Q94914228,21212550
Q96245244,7463961
Q95598881,4759562
Q95204468,20316013
Q107185731,22024317
Q100372942,7245944
Q103908806,20703668
Q104621582,4352060
Q107170872,6558949
Q102551785,16820435
Q104762354,17148198
Q105496867,17012509
Q106830704,7277541
Q106350721,2905172
Q106463493,18558495
Q105451034,17188506
Q108430363,3314165
Q107296986,17324176
Q108735655,6478113
Q110093115,6302776
Q110229567,21069979
Q110050624,8620877
Q109347075,19863344
Q109303564,21157064
Q115098176,7708131
Q112132114,16307874
Q115126343,8390143
Q115495067,22755592
Q117084332,9857489
Q118114535,23119129
Q117843494,21767638
Q118105621,15086449
Q118499671,15268391
Q119710356,19979100
Q124513078,32508645
Q124514405,32512149
Q472507,5424911
Q626357,1370546
Q626357,15014901
Q626357,21274857
Q730017,14549850
Q784797,14422609
Q926715,18839329
Q1345227,20156316
Q350843,19790531
Q3419549,14954104
Q4505465,17072042
Q4993449,6251044
Q71186148,4925235
Q6129813,14539418
Q6132224,17838331
Q6791281,16620176
Q7839350,15149526
Q12597626,21974336
Q11586892,7340907
Q20090453,10788353
Q89791622,7231073
Q27861835,6702074
Q28115317,14714405
Q93448448,19076213
Q95595935,6849919
Q99557543,16357367
Q112730069,477170
Q115861762,6063552
Q12706,3072763
Q47115417,20699120
Q47500304,22069226
Q105779398,4852176
Q100438951,7772982
Q100628244,14121593
Q107567750,6276563
Q108375725,15552024
Q111458357,3505674
Q111450816,22505801
Q105192282,15931632
Q71921,7033307
Q113634586,3865324
Q113727725,15099485
Q108116532,7125278
Q114423862,7587757
Q238584,4436873
Q110793328,7325015
Q5239323,19046050
Q449013,3154272
Q114679377,14902898
Q115260090,19929967
Q117314421,19826104
Q117464800,14931109
Q117808830,7847473
Q121488418,15520149
Q123462144,17565252
Q11559689,4198583
Q952263,6872954
Q21700629,5553117
Q16989625,16329886
Q16732812,7721594
Q18526186,6375249
Q1596966,3474658
Q383408,3372583
Q985138,2896347
Q1354608,4370565
Q3139339,6332467
Q4505465,20776416
Q5515936,5896114
Q6104390,3270373
Q7388424,8260659
Q20985501,19818539
Q13422633,26520389
Q18022354,5562157
Q18811740,4564096
Q19357484,25641587
Q28464796,15648476
Q28917006,6366576
Q38832775,7761991
Q77399669,12688945
Q61747582,18757370
Q84570360,14588865
Q55477014,15030050
Q55807654,15174059
Q55978361,4487382
Q56070913,18345778
Q56479307,15251647
Q60038549,18215093
Q60622592,5838488
Q61117689,16006963
Q84045953,7502020
Q105452552,8134295
Q95597594,961268
Q73932565,8385971
Q107265621,6057443
Q93243623,3401637
Q112620472,20307802
Q97634460,17644937
Q116872711,21641836
Q113506268,5787310
Q113776142,8116978
Q110633477,8430204
Q110699338,16784883
Q112132261,21308506
Q110713506,19476586
Q112525531,1310775
Q112796970,1721844
Q115248849,21649783
Q115754567,19737494
Q22102114,5843970
Q115859117,21993931
Q117463772,22341880
Q117842308,20871216
Q120400386,1662291
Q119797982,16179891
Q121382169,21422255
Q123023842,4579218
Q123014159,20540745
Q29970068,6215530
Q124513874,38015797
Q124651484,17256025
Q123989628,8138791
Q125532124,21137841
Q89867507,4144715
Q63446648,18355941
Q64346998,9776215
Q64697736,17956955
Q64748209,15045277
Q67184236,15863639
Q56717178,17011094
Q56612697,14056321
Q59628152,15172538
Q61450151,7707239
Q75964865,18950772
Q66741972,17029974
Q65962997,18132896
Q88635457,19840561
Q94424033,13770779
Q95659084,18331808
Q105437164,19347030
Q106595515,7196704
Q106511748,14675561
Q95325843,20141744
Q107351930,23532085
Q99859583,19919649
Q111608772,17977608
Q111154831,7931096
Q96216569,17717800
Q114149793,15218343
Q98164163,19396212
Q100996629,13508735
Q114679377,16892626
Q105497832,18507791
Q116446471,19424888
Q107256045,17951159
Q116727509,19278992
Q117811058,14872485
Q107263941,15233684
Q117048078,17672828
Q107351606,20307068
Q118444222,23828054
Q105946427,17581004
Q108873882,18564727
Q106988964,8352974
Q121068874,17357852
Q111025078,21824348
Q111613271,19978619
Q109368240,18680439
Q123348025,21481703
Q123913764,20850470
Q123465704,17160940
Q124512206,23126521
Q111914049,13783320
Q125406418,16154065
Q110803883,16071818
Q117816279,16259421
Q117048875,7088779
Q111609768,14585242
Q117843359,19913613
Q117449811,27106219
Q117864941,12111845
Q117821484,15239603
Q117848366,22435213
Q119141746,22962446
Q120613565,14584166
Q122189604,14219489
Q123701049,23342462
Q124307622,26323030
Q124513137,20438944
Q123588226,18649812
Q4118804,19330493
Q4945775,17903586
Q6966831,15648009
Q6398891,6757429
Q7442837,16968910
Q6312688,17653181
Q523071,15808433
Q4689245,5623656
Q4666035,8295376
Q98888577,5836477
Q94914228,15273296
Q108329181,4289014
Q105317813,14235493
Q105475057,469664
Q112732674,6124551
Q122060908,21590923
Q123029986,6093535
Q154842,59654
Q2829844,3107662
Q3346436,5082204
Q3396852,1697543
Q904254,2966758
Q10970620,750849
Q47128354,1403859
Q35486039,19986940
Q95197463,6127174
Q103834712,7699637
Q98959923,14496682
Q108166377,6228304
Q85131542,5280962
Q104820991,6624533
Q7176230,592394
Q625011,7215450
Q2830077,1490494
Q106205956,5447593
Q108444905,7231480
Q108535411,8331576
Q108561868,8266572
Q110765687,4690990
Q110979352,7563277
Q111961565,5768785
Q117804474,3363943
Q118442114,7218379
Q119582909,5780190
Q121834338,13277331
Q122648725,8984110
Q122736124,8119893
Q71410,16410675
Q324718,2868462
Q507868,4481483
Q776695,6417549
Q1596139,29010187
Q1631762,5779520
Q4773428,3415605
Q4727245,4125204
Q5662621,4811474
Q6312688,6988610
Q6830729,3182895
Q12018972,6545238
Q12059224,5308002
Q12711363,8227061
Q13562217,7244478
Q15626916,5991935
Q17425429,7410885
Q60620904,1679532
Q18911437,3447795
Q20971586,8387901
Q28086160,3481417
Q29410400,7150216
Q56753316,2955651
Q106070591,554898
Q60589883,14125455
Q61798588,6172678
Q109376036,21687442
Q67222769,19074628
Q109860196,7176476
Q68558506,16738141
Q70970294,14242477
Q71203927,15428577
Q119114589,19734985
Q73272104,17944775
Q79745737,8920429
Q216288,129907
Q5982545,2607631
Q6249473,1898119
Q16028219,3403549
Q19358127,536903
Q2238422,4481347
Q27686292,3218324
Q3402507,1356487
Q298213,5029473
Q6767124,723307
Q56548537,47232
Q17386350,13302706
Q27656444,14172496
Q26869347,6565672
Q54666672,8389206
Q58004754,9785171
Q97977604,137059
Q53293874,14475357
Q110090201,881767
Q112055674,440176
Q84170286,19276297
Q94752152,19322843
Q94747824,18355214
Q94747824,7444466
Q94838297,16800601
Q108399294,20079299
Q105073245,18052794
Q1275214,745738
Q112478887,17909843
Q98528127,5650755
Q116897584,26456806
Q116447366,16600634
Q116811650,7374959
Q94888467,21706818
Q108613691,5205911
Q125591990,19615283
Q5346668,7702673
Q7367503,3161183
Q2422859,7565546
Q584860,6584239
Q112666226,8606265
Q16740134,7813107
Q9000595,7452668
Q11974753,33372863
Q7648206,5457803
Q30502103,6825021
Q14639159,7046969
Q4945499,14196286
Q16170576,5264511
Q16406585,4969978
Q12078574,6453802
Q20604293,14574088
Q63396673,1228334
Q47117222,8157857
Q59831047,8282800
Q60648100,3180930
Q78730991,3146516
Q51409458,32371591
Q95209527,3992013
Q111792156,22109194
Q92101121,15940221
Q92119108,4459308
Q92312142,6458506
Q124630657,7687102
Q124420029,8188051
Q4707346,3229628
Q3183344,4526501
Q842464,5573971
Q4806194,4230687
Q4390323,6520000
Q7648267,1026077
Q5497127,540845
Q6211236,6862683
Q9116578,7359526
Q13563187,2898450
Q11627292,5456517
Q16264865,14258047
Q18389016,3168824
Q25449856,7787631
Q27819122,13921077
Q42896143,15201185
Q47061095,4696792
Q47008373,17042532
Q63046306,15401863
Q65328791,4557820
Q106787579,4456602
Q107567746,4477903
Q2853673,17041718
Q3617481,4450881
Q4955297,15760271
Q5272817,5837856
Q4931883,1533043
Q7363525,16955339
Q4663794,19272205
Q4717126,3415249
Q4505465,14906924
Q4233660,13910894
Q5210675,6511465
Q5521022,7134515
Q7445304,6154904
Q11531384,18757747
Q12582977,4497561
Q13232360,14912888
Q16940915,3034519
Q16856329,8059769
Q17453213,7094487
Q21855125,22693592
Q21535469,26909003
Q22962962,20192565
Q20666631,7162332
Q25485361,14109875
Q25755733,16390753
Q22486568,14845805
Q28921769,18972124
Q29167923,8610171
Q29452193,16885636
Q29783875,16613936
Q30076270,8305451
Q29656136,13923211
Q41694161,12130438
Q47125733,4444798
Q52985936,19289110
Q50345244,16121977
Q56810276,13500793
Q52156176,2820976
Q61874853,17741848
Q63246977,14925989
Q64607670,8088042
Q67496867,16463085
Q69218611,6564325
Q62314587,16629748
Q71191667,17912194
Q1600460,870034
Q3291005,4902553
Q107295347,16257307
Q18670871,559413
Q17006093,7251888
Q3085010,23981240
Q51544908,5313648
Q77754,5598142
Q742140,9617284
Q898147,8803037
Q18205135,4787800
Q84977244,3297386
Q104368987,281859
Q110929619,1185407
Q6500184,4103366
Q5080012,534748
Q179463,2272399
Q4718489,3399330
Q8062718,7414010
Q5246352,880446
Q6837231,7031278
Q17381422,6160409
Q7491033,2127144
Q21703888,7451868
Q24690640,458986
Q23303262,9060953
Q52451163,8443452
Q56427434,6577515
Q62266428,4899513
Q104773021,13650214
Q108483327,6277553
Q28445412,6606034
Q113500104,7426962
Q11514403,5499473
Q3610161,6384765
Q3978242,15940493
Q28075806,6904806
Q5792529,14735771
Q3054502,16813268
Q3932564,4667110
Q17026787,19475664
Q64358,1046099
Q56196847,15144005
Q56966034,15218862
Q65201861,22073762
Q44366,19277868
Q112821298,718129
Q125308845,21451851
Q122987887,6271286
Q47544704,17568217
Q3121336,1613776
Q7803734,1583711
Q100836,591045
Q2475667,871809
Q91479,979960
Q4473,15457334
Q65952817,16900997
Q66482908,15676519
Q95690314,15061123
Q96709700,19092472
Q99774652,19479008
Q105177456,17330741
Q105726237,19557168
Q107215584,14809935
Q108555381,20750961
Q108561565,6581215
Q108570866,16784954
Q108898031,21938080
Q109668299,20690021
Q109668299,21783743
Q105724806,19440265
Q110818830,20914142
Q110885299,18145334
Q111353604,18052413
Q107068321,20195600
Q108369784,18060458
Q109518246,23342149
Q113334776,22898213
Q114841863,21296031
Q115053225,22643636
Q115054298,16718134
Q115610758,17314292
Q112130993,20407891
Q113163774,7250672
Q115657997,20188292
Q114718443,18155150
Q118421551,15627312
Q118680608,17383995
Q117843236,15234497
Q119582927,19119113
Q123381938,18972446
Q122884173,16218475
Q125462287,22690872
Q451103,13925960
Q556642,6547632
Q104136,20041807
Q1176847,16462792
Q3732297,33342643
Q2958396,15619809
Q3013871,17075445
Q109157,5172421
Q1938629,17038165
Q4955431,14569189
Q1443633,4927499
Q5999641,9793896
Q4972603,4413874
Q6211024,15118923
Q6425514,20426720
Q6090481,6897236
Q11028853,16917998
Q12261006,16919784
Q12582977,14901469
Q12682442,28734183
Q18183610,5196505
Q18344457,3124688
Q19357137,16771218
Q21999572,18762898
Q23017059,8251608
Q28935729,15109469
Q30141721,16952288
Q52155320,4527568
Q55641125,22234971
Q60713260,18720847
Q62352062,20184690
Q439844,550223
Q3405552,252194
Q4055170,9760026
Q4096288,14779892
Q107277489,18035472
Q107369962,3013987
Q120146233,4636051
Q511692,583347
Q111198523,21393913
Q6384092,154667
Q5358877,19327936
Q3196799,805409
Q16181626,5054601
Q16210947,4208219
Q6174931,1369219
Q7344948,1398331
Q11121899,5270578
Q26929556,606879
Q53385451,2644793
Q16908085,21128221
Q62936575,1805130
Q22930621,13746866
Q493,72605
Q27864091,4253885
Q67183164,19022762
Q110380681,5066101
Q110007882,488531
Q113482701,7132149
Q95764318,7246024
