entity,P172
Q45673600,Q42740
Q45673770,Q42740
Q45673894,Q42740
Q45674096,Q42740
Q45674219,Q42740
Q45674259,Q42740
Q45674299,Q42740
Q45674332,Q42740
Q45684323,Q42740
Q45684374,Q42740
Q45684385,Q42740
Q45684416,Q42740
Q45684437,Q42740
Q45684449,Q42740
Q45684468,Q42740
Q45684500,Q42740
Q45684530,Q42740
Q45684540,Q42740
Q45684560,Q42740
Q45684591,Q42740
Q45684612,Q42740
Q45684681,Q42740
Q45684694,Q42740
Q45684806,Q42740
Q45684817,Q42740
Q45684836,Q42740
Q45684847,Q42740
Q45685519,Q42740
Q45685517,Q42740
Q45685609,Q42740
Q45685641,Q42740
Q45685670,Q42740
Q45685702,Q42740
Q45685751,Q42740
Q45685764,Q42740
Q45685856,Q42740
Q45685881,Q42740
Q45685913,Q42740
Q45685946,Q42740
Q45685976,Q42740
Q45686042,Q42740
Q45686099,Q42740
Q45686103,Q42740
Q45686810,Q42740
Q45686838,Q42740
Q45686846,Q42740
Q45686968,Q42740
Q45686999,Q42740
Q45687029,Q42740
Q45687150,Q42740
Q45687152,Q42740
Q45687183,Q42740
Q45687243,Q42740
Q45687274,Q42740
Q45687303,Q42740
Q45687333,Q42740
Q45687363,Q42740
Q45687393,Q42740
Q45681078,Q42740
Q45681142,Q42740
Q45681358,Q42740
Q45681448,Q42740
Q45681543,Q42740
Q45681574,Q42740
Q45681636,Q42740
Q45688586,Q42740
Q45688616,Q42740
Q45688632,Q42740
Q45688645,Q42740
Q45688700,Q42740
Q45688811,Q42740
Q45688818,Q42740
Q45688902,Q42740
Q45688929,Q42740
Q45688950,Q42740
Q45688980,Q42740
Q45689046,Q42740
Q45689068,Q42740
Q45689105,Q42740
Q45684930,Q42740
Q45684970,Q42740
Q45685002,Q42740
Q45685023,Q42740
Q45685084,Q42740
Q45685116,Q42740
Q45685148,Q42740
Q45685211,Q42740
Q45685242,Q42740
Q45685273,Q42740
Q45685363,Q42740
Q45685426,Q42740
Q45685456,Q42740
Q45685487,Q42740
Q45686132,Q42740
Q45686162,Q42740
Q45686196,Q42740
Q45686226,Q42740
Q45686255,Q42740
Q45686287,Q42740
Q45686350,Q42740
Q45686384,Q42740
Q45686411,Q42740
Q45686415,Q42740
Q45686443,Q42740
Q45686509,Q42740
Q45686535,Q42740
Q45686570,Q42740
Q45686627,Q42740
Q45686657,Q42740
Q45686662,Q42740
Q45686718,Q42740
Q45689134,Q42740
Q45689154,Q42740
Q45689250,Q42740
Q45689278,Q42740
Q45689423,Q42740
Q45689587,Q42740
Q45689672,Q42740
Q45693848,Q42740
Q45693886,Q42740
Q45693939,Q42740
Q45694043,Q42740
Q45694071,Q42740
Q45694079,Q42740
Q45694125,Q42740
Q45694178,Q42740
Q45694187,Q42740
Q45694230,Q42740
Q45694257,Q42740
Q45694266,Q42740
Q45694292,Q42740
Q45694365,Q42740
Q45687974,Q42740
Q45687983,Q42740
Q45688064,Q42740
Q45688095,Q42740
Q45688124,Q42740
Q45688163,Q42740
Q45688243,Q42740
Q45688276,Q42740
Q45688300,Q42740
Q45688432,Q42740
Q45688499,Q42740
Q45688557,Q42740
Q45692136,Q42740
Q45692148,Q42740
Q45692259,Q42740
Q45692333,Q42740
Q45692425,Q42740
Q45692442,Q42740
Q45692470,Q42740
Q45692527,Q42740
Q45692565,Q42740
Q45692583,Q42740
Q45692620,Q42740
Q45692677,Q42740
Q45692729,Q42740
Q45692869,Q42740
Q45692926,Q42740
Q45692942,Q42740
Q45693020,Q42740
Q45693039,Q42740
Q45693121,Q42740
Q45693127,Q42740
Q45693261,Q42740
Q45693296,Q42740
Q45693322,Q42740
Q45693345,Q42740
Q45693348,Q42740
Q45693445,Q42740
Q45693457,Q42740
Q45693474,Q42740
Q45693529,Q42740
Q45693557,Q42740
Q45693584,Q42740
Q45693610,Q42740
Q45693665,Q42740
Q45693682,Q42740
Q45693693,Q42740
Q45693737,Q42740
Q45693747,Q42740
Q45693793,Q42740
Q45693803,Q42740
Q45690320,Q42740
Q45690377,Q42740
Q45690381,Q42740
Q45690438,Q42740
Q45690502,Q42740
Q45690538,Q42740
Q45690567,Q42740
Q45690596,Q42740
Q45690610,Q42740
Q45690665,Q42740
Q45690713,Q42740
Q45690722,Q42740
Q45690781,Q42740
Q45690810,Q42740
Q45695108,Q42740
Q45695151,Q42740
Q45695205,Q42740
Q45695248,Q42740
Q45695277,Q42740
Q45695287,Q42740
Q45695300,Q42740
Q45695327,Q42740
Q45695419,Q42740
Q45695432,Q42740
Q45695447,Q42740
Q45695475,Q42740
Q45695489,Q42740
Q45695528,Q42740
Q45695611,Q42740
Q45695639,Q42740
Q45689757,Q42740
Q45689801,Q42740
Q45689932,Q42740
Q45690092,Q42740
Q45690126,Q42740
Q45690188,Q42740
Q45690241,Q42740
Q45690263,Q42740
Q45690269,Q42740
Q45687456,Q42740
Q45687485,Q42740
Q45687548,Q42740
Q45687611,Q42740
Q45687731,Q42740
Q45687729,Q42740
Q45687760,Q42740
Q45687792,Q42740
Q45687851,Q42740
Q45687883,Q42740
Q45687880,Q42740
Q45687910,Q42740
Q45687950,Q42740
Q45694393,Q42740
Q45694457,Q42740
Q45694501,Q42740
Q45694528,Q42740
Q45694581,Q42740
Q45694637,Q42740
Q45694674,Q42740
Q45694717,Q42740
Q45694755,Q42740
Q45694772,Q42740
Q45694781,Q42740
Q45694799,Q42740
Q45694838,Q42740
Q45694909,Q42740
Q45694963,Q42740
Q45691509,Q42740
Q45691534,Q42740
Q45691565,Q42740
Q45691593,Q42740
Q45691601,Q42740
Q45691622,Q42740
Q45691718,Q42740
Q45691735,Q42740
Q45691760,Q42740
Q45691789,Q42740
Q45691844,Q42740
Q45691901,Q42740
Q45692008,Q42740
Q45692022,Q42740
Q45691042,Q42740
Q45691070,Q42740
Q45691073,Q42740
Q45691188,Q42740
Q45691303,Q42740
Q45691362,Q42740
Q45691421,Q42740
Q65881855,Q42740
Q45701999,Q42740
Q45702002,Q42740
Q45702004,Q42740
Q45702043,Q42740
Q45702075,Q42740
Q45702072,Q42740
Q45702090,Q42740
Q45702095,Q42740
Q45702138,Q42740
Q45702143,Q42740
Q45702165,Q42740
Q45702258,Q42740
Q45702302,Q42740
Q45702322,Q42740
Q45697644,Q42740
Q45697773,Q42740
Q45697849,Q42740
Q45697869,Q42740
Q45697922,Q42740
Q45697973,Q42740
Q45697998,Q42740
Q45698050,Q42740
Q45698134,Q42740
Q45698200,Q42740
Q65884029,Q42740
Q45696339,Q42740
Q45696364,Q42740
Q45696408,Q42740
Q45696415,Q42740
Q45696440,Q42740
Q45696487,Q42740
Q45696512,Q42740
Q45696532,Q42740
Q45696560,Q42740
Q45696612,Q42740
Q45696616,Q42740
Q45696668,Q42740
Q45696716,Q42740
Q45696789,Q42740
Q45700926,Q42740
Q45701010,Q42740
Q45701036,Q42740
Q45701085,Q42740
Q45701172,Q42740
Q45701217,Q42740
Q45701248,Q42740
Q45701321,Q42740
Q45701327,Q42740
Q45701375,Q42740
Q45701395,Q42740
Q45698340,Q42740
Q45698390,Q42740
Q45698484,Q42740
Q45698545,Q42740
Q45698598,Q42740
Q45698623,Q42740
Q45698676,Q42740
Q45698701,Q42740
Q45698771,Q42740
Q45698802,Q42740
Q45698879,Q42740
Q45698905,Q42740
Q45698926,Q42740
Q45703668,Q42740
Q45703687,Q42740
Q45703690,Q42740
Q45703708,Q42740
Q45703773,Q42740
Q45703815,Q42740
Q45703922,Q42740
Q45703926,Q42740
Q45703987,Q42740
Q45704008,Q42740
Q45704077,Q42740
Q45704103,Q42740
Q45704120,Q42740
Q45704154,Q42740
Q65885554,Q42740
Q45696945,Q42740
Q45696996,Q42740
Q45697003,Q42740
Q45697049,Q42740
Q45697074,Q42740
Q45697100,Q42740
Q45697127,Q42740
Q45697153,Q42740
Q45697204,Q42740
Q45697286,Q42740
Q45697305,Q42740
Q45697330,Q42740
Q45695665,Q42740
Q45695691,Q42740
Q45695870,Q42740
Q45695948,Q42740
Q45695988,Q42740
Q45696063,Q42740
Q45696075,Q42740
Q45696077,Q42740
Q45696128,Q42740
Q45696168,Q42740
Q45696252,Q42740
Q45699696,Q42740
Q45699713,Q42740
Q45699748,Q42740
Q45699768,Q42740
Q45699797,Q42740
Q45699824,Q42740
Q45699875,Q42740
Q45699879,Q42740
Q45699926,Q42740
Q45699930,Q42740
Q45699953,Q42740
Q45699958,Q42740
Q45699983,Q42740
Q45700034,Q42740
Q45700033,Q42740
Q45700059,Q42740
Q45700060,Q42740
Q45700132,Q42740
Q45700189,Q42740
Q45700211,Q42740
Q45700216,Q42740
Q45700240,Q42740
Q45704241,Q42740
Q45704248,Q42740
Q45704283,Q42740
Q45704290,Q42740
Q45704312,Q42740
Q45704347,Q42740
Q45704353,Q42740
Q45704396,Q42740
Q45704439,Q42740
Q45704452,Q42740
Q45704479,Q42740
Q45704513,Q42740
Q45704539,Q42740
Q45704681,Q42740
Q45699037,Q42740
Q45699113,Q42740
Q45699135,Q42740
Q45699164,Q42740
Q45699243,Q42740
Q45699269,Q42740
Q45699293,Q42740
Q45699296,Q42740
Q45699343,Q42740
Q45699371,Q42740
Q45699421,Q42740
Q45699473,Q42740
Q45699519,Q42740
Q45699595,Q42740
Q45701446,Q42740
Q45701447,Q42740
Q45701513,Q42740
Q45701519,Q42740
Q45701542,Q42740
Q45701541,Q42740
Q45701545,Q42740
Q45701566,Q42740
Q45701591,Q42740
Q45701608,Q42740
Q45701678,Q42740
Q45701707,Q42740
Q45701775,Q42740
Q45701794,Q42740
Q45701822,Q42740
Q45701824,Q42740
Q45701932,Q42740
Q45705877,Q42740
Q45705974,Q42740
Q45705992,Q42740
Q45706104,Q42740
Q45706123,Q42740
Q45706209,Q42740
Q45706313,Q42740
Q45706335,Q42740
Q45706352,Q42740
Q45702592,Q42740
Q45702740,Q42740
Q45702818,Q42740
Q45702830,Q42740
Q45702876,Q42740
Q45702951,Q42740
Q45702990,Q42740
Q45702999,Q42740
Q45703104,Q42740
Q45704738,Q42740
Q45704761,Q42740
Q45704801,Q42740
Q45704843,Q42740
Q45704941,Q42740
Q45705100,Q42740
Q45705282,Q42740
Q45705377,Q42740
Q45707573,Q42740
Q45707610,Q42740
Q45707649,Q42740
Q45707703,Q42740
Q45707760,Q42740
Q45707778,Q42740
Q45707876,Q42740
Q45707947,Q42740
Q45707964,Q42740
Q45706956,Q42740
Q45706975,Q42740
Q45707031,Q42740
Q45707103,Q42740
Q45707195,Q42740
Q45707250,Q42740
Q45707269,Q42740
Q45707308,Q42740
Q45707325,Q42740
Q45707360,Q42740
Q45707391,Q42740
Q45703126,Q42740
Q45703147,Q42740
Q45703160,Q42740
Q45703169,Q42740
Q45703181,Q42740
Q45703203,Q42740
Q45703226,Q42740
Q45703268,Q42740
Q45703277,Q42740
Q45703322,Q42740
Q45703334,Q42740
Q45703400,Q42740
Q45703442,Q42740
Q45703453,Q42740
Q45703465,Q42740
Q45703485,Q42740
Q45703511,Q42740
Q45703521,Q42740
Q45703535,Q42740
Q45703566,Q42740
Q45703642,Q42740
Q45705449,Q42740
Q45705488,Q42740
Q45705545,Q42740
Q45705583,Q42740
Q45705644,Q42740
Q45705682,Q42740
Q45705701,Q42740
Q45705814,Q42740
Q45705831,Q42740
Q45708017,Q42740
Q45708419,Q42740
Q45708433,Q42740
Q45708507,Q42740
Q45708592,Q42740
Q45708947,Q42740
Q45709026,Q42740
Q45709074,Q42740
Q45709117,Q42740
Q45700262,Q42740
Q45700266,Q42740
Q45700274,Q42740
Q45700291,Q42740
Q45700318,Q42740
Q45700454,Q42740
Q45700490,Q42740
Q45700515,Q42740
Q45700564,Q42740
Q45700613,Q42740
Q45700649,Q42740
Q45700711,Q42740
Q45700734,Q42740
Q45700759,Q42740
Q45700866,Q42740
Q45709283,Q42740
Q45709289,Q42740
Q45706432,Q42740
Q45706453,Q42740
Q45706508,Q42740
Q45706526,Q42740
Q45706562,Q42740
Q45706581,Q42740
Q45706637,Q42740
Q45706657,Q42740
Q45706769,Q42740
Q45706788,Q42740
Q45706846,Q42740
Q45706883,Q42740
Q65898808,Q42740
Q134958,Q44806
Q204338,Q44806
Q255253,Q44806
Q335064,Q44806
Q695400,Q44806
Q983989,Q44806
Q2380215,Q44806
Q2477108,Q44806
Q4059982,Q44806
Q48053,Q44806
Q106514904,Q43103
Q113436838,Q44614
Q4160600,Q44806
Q4269927,Q44806
Q4529229,Q44806
Q7701243,Q44806
Q12080769,Q44806
Q12086090,Q44806
Q12087925,Q44806
Q25351,Q42884
Q43523,Q42884
Q107477377,Q42740
Q114271198,Q42740
Q116209629,Q42740
Q121698322,Q42740
Q16739520,Q42884
Q18220008,Q42884
Q55677678,Q42884
Q75834939,Q42884
Q12115897,Q44806
Q16167515,Q44806
Q16174259,Q44806
Q23658984,Q44806
Q55107972,Q44806
Q45724542,Q42740
Q67147,Q42884
Q107194,Q42884
Q166585,Q42884
Q320767,Q42884
Q326499,Q42884
Q442841,Q42884
Q1318716,Q42884
Q1403845,Q42884
Q1493001,Q42884
Q2524404,Q42884
Q4531782,Q42884
Q5474596,Q42884
Q12031954,Q42884
Q12762131,Q42884
Q266239,Q45315
Q3318307,Q45315
Q4832992,Q46118
Q29269989,Q45315
Q7241,Q47140
Q85859708,Q44806
Q95398925,Q44806
Q107026287,Q46118
Q122919868,Q44806
Q123463374,Q47805
Q125175619,Q45315
Q125273620,Q46118
Q125471857,Q46429
Q30957381,Q44806
Q1504277,Q44806
Q234324,Q49078
Q275955,Q49078
Q3377999,Q48199
Q4067417,Q48199
Q4661248,Q48199
Q11974108,Q48199
Q18741240,Q48199
Q19861353,Q48199
Q19974398,Q48199
Q22686,Q49078
Q72236291,Q48199
Q28764423,Q42884
Q434706,Q49078
Q468148,Q49078
Q510811,Q49078
Q560787,Q49078
Q1399160,Q49078
Q2527794,Q49078
Q2836611,Q49078
Q2890486,Q49078
Q4957212,Q49078
Q5478577,Q49078
Q6375592,Q49078
Q6896568,Q49078
Q13563125,Q49078
Q19423926,Q49078
Q21611574,Q49078
Q12097835,Q44806
Q29228889,Q49078
Q55720059,Q49078
Q55720112,Q49078
Q66699653,Q49078
Q66750765,Q49078
Q4072679,Q48199
Q66750812,Q49078
Q66750817,Q49078
Q66750820,Q49078
Q66750827,Q49078
Q66750844,Q49078
Q66750850,Q49078
Q66750863,Q49078
Q66750867,Q49078
Q66750868,Q49078
Q66750881,Q49078
Q68508070,Q49078
Q107037215,Q49078
Q119984168,Q49078
Q188093,Q49085
Q193048,Q49085
Q220480,Q49085
Q1779,Q49085
Q6107,Q49085
Q8027,Q49085
Q10993,Q49085
Q11459,Q49085
Q11578,Q49085
Q13133,Q49085
Q19526,Q49085
Q24218,Q49085
Q47216,Q49085
Q72334,Q49085
Q102870,Q49085
Q104049,Q49085
Q111536,Q49085
Q131324,Q49085
Q151972,Q49085
Q156133,Q49085
Q158060,Q49085
Q160456,Q49085
Q171905,Q49085
Q215562,Q49085
Q215868,Q49085
Q49001,Q49085
Q49061,Q49085
Q49082,Q49085
Q49265,Q49085
Q53325,Q49085
Q55800,Q49085
Q291068,Q49085
Q296069,Q49085
Q299965,Q49085
Q319820,Q49085
Q319871,Q49085
Q354508,Q49085
Q354783,Q49085
Q355531,Q49085
Q362930,Q49085
Q363908,Q49085
Q365682,Q49085
Q371930,Q49085
Q377490,Q49085
Q381471,Q49085
Q403146,Q49085
Q1064470,Q49085
Q1064577,Q49085
Q1096967,Q49085
Q1137066,Q49085
Q1173633,Q49085
Q1236772,Q49085
Q1247765,Q49085
Q1273492,Q49085
Q1277467,Q49085
Q1285600,Q49085
Q1291679,Q49085
Q1314828,Q49085
Q1325716,Q49085
Q1354130,Q49085
Q1354247,Q49085
Q1367397,Q49085
Q1379832,Q49085
Q1444495,Q49085
Q94904490,Q42884
Q273210,Q49085
Q275601,Q49085
Q286777,Q49085
Q228787,Q49085
Q230969,Q49085
Q231942,Q49085
Q232592,Q49085
Q239739,Q49085
Q242329,Q49085
Q257911,Q49085
Q259507,Q49085
Q263501,Q49085
Q270715,Q49085
Q272019,Q49085
Q273233,Q49085
Q273873,Q49085
Q289428,Q49085
Q438164,Q49085
Q445740,Q49085
Q448736,Q49085
Q450346,Q49085
Q453665,Q49085
Q455563,Q49085
Q458750,Q49085
Q461657,Q49085
Q461758,Q49085
Q462118,Q49085
Q463319,Q49085
Q465624,Q49085
Q469454,Q49085
Q469745,Q49085
Q469927,Q49085
Q481874,Q49085
Q491019,Q49085
Q506757,Q49085
Q509662,Q49085
Q511432,Q49085
Q511742,Q49085
Q515632,Q49085
Q518455,Q49085
Q519985,Q49085
Q535856,Q49085
Q661925,Q49085
Q690103,Q49085
Q704746,Q49085
Q712469,Q49085
Q1513826,Q49085
Q1601979,Q49085
Q1609757,Q49085
Q1896700,Q49085
Q1931121,Q49085
Q1991026,Q49085
Q2061698,Q49085
Q2068541,Q49085
Q2120917,Q49085
Q2149139,Q49085
Q520060,Q49085
Q65799193,Q42740
Q65799208,Q42740
Q65799363,Q42740
Q65799367,Q42740
Q65799364,Q42740
Q65799374,Q42740
Q65799373,Q42740
Q65799378,Q42740
Q65799376,Q42740
Q65799380,Q42740
Q65799386,Q42740
Q65799387,Q42740
Q65799384,Q42740
Q65799391,Q42740
Q65799395,Q42740
Q65799392,Q42740
Q65799393,Q42740
Q65799396,Q42740
Q65799397,Q42740
Q65799402,Q42740
Q65799401,Q42740
Q65799406,Q42740
Q65799404,Q42740
Q65799405,Q42740
Q65799410,Q42740
Q65799411,Q42740
Q65799415,Q42740
Q65799412,Q42740
Q65799416,Q42740
Q65799422,Q42740
Q65799420,Q42740
Q65799421,Q42740
Q65799426,Q42740
Q65799427,Q42740
Q65799424,Q42740
Q65799425,Q42740
Q65799430,Q42740
Q65799431,Q42740
Q65799428,Q42740
Q65799429,Q42740
Q65799434,Q42740
Q65799438,Q42740
Q65799439,Q42740
Q65799442,Q42740
Q65799440,Q42740
Q65799441,Q42740
Q65799447,Q42740
Q65799444,Q42740
Q65799445,Q42740
Q65799450,Q42740
Q65799449,Q42740
Q65799454,Q42740
Q65799455,Q42740
Q65799452,Q42740
Q65799453,Q42740
Q65799459,Q42740
Q65799457,Q42740
Q65799462,Q42740
Q65799463,Q42740
Q65799461,Q42740
Q65799464,Q42740
Q65799470,Q42740
Q65799468,Q42740
Q65799469,Q42740
Q65799475,Q42740
Q65799479,Q42740
Q65799481,Q42740
Q65799487,Q42740
Q65799485,Q42740
Q65799491,Q42740
Q65799488,Q42740
Q65799489,Q42740
Q65799492,Q42740
Q65799493,Q42740
Q65799498,Q42740
Q65799499,Q42740
Q65799496,Q42740
Q65799497,Q42740
Q65799502,Q42740
Q65799500,Q42740
Q65799506,Q42740
Q65799504,Q42740
Q65799510,Q42740
Q730820,Q49085
Q733373,Q49085
Q734339,Q49085
Q737209,Q49085
Q787966,Q49085
Q808936,Q49085
Q816459,Q49085
Q817616,Q49085
Q817643,Q49085
Q862154,Q49085
Q937246,Q49085
Q944063,Q49085
Q945691,Q49085
Q958578,Q49085
Q959635,Q49085
Q961244,Q49085
Q963703,Q49085
Q976683,Q49085
Q977118,Q49085
Q983544,Q49085
Q1040310,Q49085
Q1046980,Q49085
Q1061645,Q49085
Q66750851,Q49078
Q4030,Q49085
Q2347009,Q49085
Q2401060,Q49085
Q2468338,Q49085
Q2849427,Q49085
Q2878694,Q49085
Q2883927,Q49085
Q2957862,Q49085
Q2975569,Q49085
Q3132629,Q49085
Q553449,Q49085
Q6105084,Q49085
Q6105466,Q49085
Q6077806,Q49085
Q6101249,Q49085
Q6120237,Q49085
Q6132107,Q49085
Q6153507,Q49085
Q6160129,Q49085
Q6186203,Q49085
Q6189554,Q49085
Q6231267,Q49085
Q6233855,Q49085
Q6237007,Q49085
Q6246811,Q49085
Q551364,Q49085
Q557600,Q49085
Q3161465,Q49085
Q3177574,Q49085
Q3189195,Q49085
Q3296160,Q49085
Q3307926,Q49085
Q3370589,Q49085
Q3375158,Q49085
Q3376165,Q49085
Q3381321,Q49085
Q3395025,Q49085
Q3482354,Q49085
Q3489578,Q49085
Q3498772,Q49085
Q3510225,Q49085
Q3568976,Q49085
Q3611679,Q49085
Q3759051,Q49085
Q3780149,Q49085
Q3876879,Q49085
Q3898198,Q49085
Q3968304,Q49085
Q3986044,Q49085
Q3990983,Q49085
Q4019985,Q49085
Q4121378,Q49085
Q4646796,Q49085
Q4699156,Q49085
Q4700337,Q49085
Q4709938,Q49085
Q4726063,Q49085
Q4739765,Q49085
Q4752075,Q49085
Q4755150,Q49085
Q4762467,Q49085
Q4765517,Q49085
Q4766622,Q49085
Q4766825,Q49085
Q4768659,Q49085
Q18153551,Q49078
Q722312,Q49085
Q764812,Q49085
Q5045277,Q49085
Q5045356,Q49085
Q5045451,Q49085
Q5046312,Q49085
Q5074602,Q49085
Q5078669,Q49085
Q5084427,Q49085
Q5085940,Q49085
Q5109464,Q49085
Q5126659,Q49085
Q5126691,Q49085
Q5146261,Q49085
Q5161917,Q49085
Q5224125,Q49085
Q5242712,Q49085
Q4793436,Q49085
Q4793862,Q49085
Q4794023,Q49085
Q4794934,Q49085
Q4805375,Q49085
Q4827987,Q49085
Q4834218,Q49085
Q4859184,Q49085
Q4878309,Q49085
Q4911889,Q49085
Q4947955,Q49085
Q4960734,Q49085
Q4971940,Q49085
Q5006890,Q49085
Q5024346,Q49085
Q65049119,Q42740
Q65054238,Q42740
Q5253980,Q49085
Q5289535,Q49085
Q5297756,Q49085
Q5335920,Q49085
Q5340065,Q49085
Q5362183,Q49085
Q5362481,Q49085
Q5363058,Q49085
Q5365031,Q49085
Q5367085,Q49085
Q5398352,Q49085
Q5401169,Q49085
Q162202,Q49085
Q202801,Q49085
Q3180210,Q49085
Q3446769,Q49085
Q5433943,Q49085
Q5478321,Q49085
Q5478699,Q49085
Q5478919,Q49085
Q5538922,Q49085
Q5547461,Q49085
Q5568302,Q49085
Q5623430,Q49085
Q5628517,Q49085
Q5642978,Q49085
Q6698268,Q49085
Q6707674,Q49085
Q6759331,Q49085
Q6759951,Q49085
Q6760894,Q49085
Q6763605,Q49085
Q6765731,Q49085
Q6765743,Q49085
Q6778150,Q49085
Q6779572,Q49085
Q6780360,Q49085
Q6780473,Q49085
Q6780949,Q49085
Q6791807,Q49085
Q6792212,Q49085
Q6795180,Q49085
Q6796559,Q49085
Q6836968,Q49085
Q6850960,Q49085
Q6962698,Q49085
Q6964667,Q49085
Q919632,Q49085
Q920288,Q49085
Q6286923,Q49085
Q6288341,Q49085
Q6312325,Q49085
Q6403634,Q49085
Q6438137,Q49085
Q6519836,Q49085
Q6526530,Q49085
Q6687087,Q49085
Q66750823,Q49078
Q4885382,Q49085
Q6969234,Q49085
Q6983154,Q49085
Q7026686,Q49085
Q7088105,Q49085
Q7108504,Q49085
Q7129273,Q49085
Q7143899,Q49085
Q7145736,Q49085
Q7145842,Q49085
Q7151579,Q49085
Q7154688,Q49085
Q7154879,Q49085
Q7155037,Q49085
Q7164408,Q49085
Q7196200,Q49085
Q7301709,Q49085
Q7342627,Q49085
Q7346504,Q49085
Q65799520,Q42740
Q65799535,Q42740
Q65799532,Q42740
Q65799542,Q42740
Q65799543,Q42740
Q65799541,Q42740
Q65799550,Q42740
Q65799548,Q42740
Q65799549,Q42740
Q65799554,Q42740
Q65799555,Q42740
Q65799553,Q42740
Q65799556,Q42740
Q65799574,Q42740
Q65799573,Q42740
Q65799578,Q42740
Q65799579,Q42740
Q65799577,Q42740
Q65799580,Q42740
Q65799629,Q42740
Q65799735,Q42740
Q65799764,Q42740
Q65799792,Q42740
Q65799853,Q42740
Q65799858,Q42740
Q65799856,Q42740
Q65799865,Q42740
Q65799870,Q42740
Q65799871,Q42740
Q65799869,Q42740
Q65799874,Q42740
Q65799875,Q42740
Q65799872,Q42740
Q65799873,Q42740
Q65799890,Q42740
Q65799896,Q42740
Q65799919,Q42740
Q65799922,Q42740
Q65799957,Q42740
Q65799961,Q42740
Q65799966,Q42740
Q65799964,Q42740
Q65799971,Q42740
Q65799968,Q42740
Q65799969,Q42740
Q65799974,Q42740
Q65799979,Q42740
Q65799986,Q42740
Q65799987,Q42740
Q65799984,Q42740
Q65799985,Q42740
Q65799988,Q42740
Q65799989,Q42740
Q65799999,Q42740
Q65800003,Q42740
Q65800000,Q42740
Q65800001,Q42740
Q65800006,Q42740
Q65800007,Q42740
Q65800010,Q42740
Q65800009,Q42740
Q65800019,Q42740
Q65800021,Q42740
Q65800031,Q42740
Q65800032,Q42740
Q65800033,Q42740
Q65800037,Q42740
Q65800040,Q42740
Q65800041,Q42740
Q65800046,Q42740
Q65800044,Q42740
Q65800050,Q42740
Q65800058,Q42740
Q65800056,Q42740
Q65800062,Q42740
Q65800065,Q42740
Q65800078,Q42740
Q65800079,Q42740
Q65800076,Q42740
Q65800077,Q42740
Q65800082,Q42740
Q65800083,Q42740
Q65800087,Q42740
Q1670154,Q49085
Q6376685,Q49085
Q6688112,Q49085
Q6813956,Q49085
Q6818266,Q49085
Q5088207,Q49085
Q65800492,Q42740
Q65800497,Q42740
Q65800504,Q42740
Q65800505,Q42740
Q65800512,Q42740
Q65800529,Q42740
Q65800534,Q42740
Q65800542,Q42740
Q65800551,Q42740
Q65800552,Q42740
Q65800559,Q42740
Q65800560,Q42740
Q65800568,Q42740
Q65800572,Q42740
Q65800714,Q42740
Q65800713,Q42740
Q65800757,Q42740
Q65800816,Q42740
Q65800955,Q42740
Q65800958,Q42740
Q65800966,Q42740
Q65800974,Q42740
Q65801033,Q42740
Q65801095,Q42740
Q65801098,Q42740
Q65801103,Q42740
Q65801107,Q42740
Q65801104,Q42740
Q65801109,Q42740
Q65801198,Q42740
Q65801202,Q42740
Q65801214,Q42740
Q65801260,Q42740
Q65801267,Q42740
Q65801269,Q42740
Q65801280,Q42740
Q65801284,Q42740
Q65801302,Q42740
Q65801307,Q42740
Q65801318,Q42740
Q65801320,Q42740
Q65801407,Q42740
Q65801410,Q42740
Q65801416,Q42740
Q65801422,Q42740
Q65801421,Q42740
Q65801738,Q42740
Q7114452,Q49085
Q7158070,Q49085
Q5271686,Q49085
Q5302045,Q49085
Q5334607,Q49085
Q5407432,Q49085
Q6778519,Q49085
Q6838839,Q49085
Q7383978,Q49085
Q7422452,Q49085
Q7422544,Q49085
Q7422565,Q49085
Q7422887,Q49085
Q7491634,Q49085
Q7495068,Q49085
Q7517573,Q49085
Q7595813,Q49085
Q7634004,Q49085
Q7650680,Q49085
Q34091,Q49085
Q7807563,Q49085
Q7813322,Q49085
Q7922743,Q49085
Q7967107,Q49085
Q7983732,Q49085
Q8007100,Q49085
Q8010398,Q49085
Q7364173,Q49085
Q7407735,Q49085
Q7409627,Q49085
Q7782092,Q49085
Q7788943,Q49085
Q7932632,Q49085
Q8004758,Q49085
Q8013340,Q49085
Q8013536,Q49085
Q8015558,Q49085
Q8017378,Q49085
Q8018731,Q49085
Q8022102,Q49085
Q9648111,Q49085
Q10305062,Q49085
Q11103183,Q49085
Q11304238,Q49085
Q11682630,Q49085
Q11722350,Q49085
Q11832125,Q49085
Q13560246,Q49085
Q13563131,Q49085
Q13563142,Q49085
Q13563250,Q49085
Q16123921,Q49085
Q16241259,Q49085
Q16842243,Q49085
Q16856749,Q49085
Q17183685,Q49085
Q14954671,Q49085
Q15430322,Q49085
Q15438397,Q49085
Q15452495,Q49085
Q15457424,Q49085
Q15997876,Q49085
Q16007661,Q49085
Q16008755,Q49085
Q16071925,Q49085
Q16089021,Q49085
Q19877488,Q49085
Q19945927,Q49085
Q19974907,Q49085
Q20035643,Q49085
Q20047083,Q49085
Q20737799,Q49085
Q20856217,Q49085
Q21063790,Q49085
Q21148713,Q49085
Q21176955,Q49085
Q18347825,Q49085
